223017.514137,251587.295206,-44.544380,2.100000,-0.000000
223017.514137,251587.295206,-44.502714,1.671248,1.991716
223017.514137,251587.295206,-44.461047,0.000000,2.100000
223017.514137,251587.295206,-44.419380,0.000000,1.500000
223017.514137,251587.295206,-44.252714,4.530116,-0.798782
223017.514137,251587.295206,-44.211047,1.349854,-1.608693
223017.514137,251587.295206,-44.169380,-2.913047,-1.060262
223017.514137,251587.295206,-44.127714,-1.299038,-0.750000
223017.514137,251587.295206,-44.086047,-1.992642,-2.374738
223017.514137,251587.295206,-44.044380,1.299038,-0.750000
223017.514137,251587.295206,-43.961047,1.550000,-2.684679
223017.514137,251587.295206,-43.919380,0.513030,-1.409539
223017.514137,251587.295206,-43.419380,-1.818653,1.050000
223017.514137,251587.295206,-43.336047,2.251666,-1.300000
223017.514137,251587.295206,-43.252714,-0.260472,-1.477212
223017.514137,251587.295206,-43.211047,-1.231273,-3.382893
223017.514137,251587.295206,-43.169380,-2.550000,-4.416730
223017.514137,251587.295206,-43.044380,-1.349854,-1.608693
223017.514137,251587.295206,-42.961047,1.060262,-2.913047
223017.514137,251587.295206,-42.919380,1.060262,-2.913047
223017.514137,251587.295206,-42.502714,1.608693,1.349854
223017.514137,251587.295206,-42.419380,-0.889252,-2.443201
223017.514137,251587.295206,-42.377714,-0.964181,-1.149067
223017.514137,251587.295206,-42.252714,1.060262,-2.913047
223017.514137,251587.295206,-42.211047,-0.711958,-4.037712
223017.514137,251587.295206,-42.127714,-2.314035,-2.757760
223017.514137,251587.295206,-42.086047,-0.000000,-3.100000
223017.514137,251587.295206,-42.044380,0.625133,-3.545308
223017.514137,251587.295206,-42.002714,-0.538309,-3.052904
223017.514137,251587.295206,-41.961047,0.451485,-2.560500
223017.514137,251587.295206,-41.502714,1.050000,1.818653
223017.514137,251587.295206,-41.419380,2.100000,-0.000000
223017.514137,251587.295206,-41.252714,-3.117691,-1.800000
223017.514137,251587.295206,-41.211047,-2.956823,-3.523804
223017.514137,251587.295206,-41.169380,-0.000000,-2.600000
223017.514137,251587.295206,-41.127714,-1.060262,-2.913047
223017.514137,251587.295206,-41.086047,-4.416730,-2.550000
223017.514137,251587.295206,-41.044380,-4.037712,0.711958
223017.514137,251587.295206,-41.002714,-1.050000,-1.818653
223017.514137,251587.295206,-40.961047,-2.300000,-3.983717
223017.514137,251587.295206,-40.919380,-1.800000,-3.117691
223017.514137,251587.295206,-40.544380,0.889252,2.443201
223017.514137,251587.295206,-40.377714,0.000000,2.100000
223017.514137,251587.295206,-40.336047,0.889252,2.443201
223017.514137,251587.295206,-40.294380,-2.635429,-3.140782
223017.514137,251587.295206,-40.252714,-3.550704,-2.050000
223017.514137,251587.295206,-40.211047,-3.550704,2.050000
223017.514137,251587.295206,-40.169380,-4.600000,0.000000
223017.514137,251587.295206,-40.127714,-0.000000,-4.100000
223017.514137,251587.295206,-40.086047,-4.936345,-2.850000
